We don't want to impede that process.	우리는 그 진행상황을 방해하고 싶지 않다.
This poem represents true love by implication.	이 시는 함축적으로 진정한 사랑을 표현하고 있다.
I don't like to submit to mere implication.	미미한 결과를 제출하고 싶지 않아.
Do not deny implication, only resent it.	결과를 부정하지 마라. 그저 분하게 생각하기만 해라.
A Study on The Amenity Indicator of Office Public Space	사무소건축물 공개공지의 쾌적성 지표 개발에 관한 연구
Statistical Analysis of Work Performance Indicator	작업 성과지표의 통계적 분석 방법에 관한 연구
One indicator is that eLove has 1,500 marriages since 2000.	2000년 이후 1천 5백 쌍을 결혼시킨 eLove가 하나의 보기이다.
Industrial pollution used to be a real problem.	예전엔 산업 공해가 정말 큰 문제였었죠.
The nineteenth century saw the Industrial Revolution.	19 세기에 산업혁명이 발생했다.
Today agriculture must use industrial systems!	오늘 날 농업은 산업 시스템을 사용해야 합니다!
Lead and silver are ductile metals.	납과 은은 연성 금속이다.
It's mostly the movie stars who lead the fashion.	유행의 앞장을 서는 것은 대체로 영화배우들이다.
Use of illegal drugs can lead to disability and death.	불법 약품을 사용하면 장애가 생기거나 죽을 수 있다.
They are likely to devote more time to the job.	그들은 자신의 업무에 더 많은 시간을 쏟으려 한다.
It doesn't appear likely to be included.	포함될 것 같진 않아보여요.
No, I haven't, and I'm not likely to.	아니, 내한테 없어, 그리고 전혀 그럴듯하지도 않았고.
Over the study period, overall production rose 12%.	조사 기간 동안 전체 생산량이 12%나 증가했습니다.
Which department has the highest overall telephone use?	전체적으로 전화 사용을 제일 많이 한 부서는 어느 부서인가?
We wanted to have fewer overall.	우리는 전반적으로 더 적게 가지길 원했다.
Iâve heard computer art is a promising job.	컴퓨터 아트가 유망 직종이라고 하더라고요.
He is a promising young man.	그는 전도가 유망한 청년이다
This may be a promising way forward.	이것은 앞으로 전도유망한 방법이 될지도 모른다
A wide prospect burst upon my view.	갑자기 안계가 넓어졌다
There is as yet no prospect of the return of peace.	아직 평화의 서광은 보이지 않는다
Prospect period ends minimum one year today.	오늘날 전망 분기는 최소 1년으로 끝난다.
May the New Year bring you peace, prosperity, and happiness.	새해에는 두루 평안하고 번창하며 행복하시기를.
Prosperity and peace filled our days.	번영과 평화는 우리의 나날들을 채웠다.
The single market is essential for prosperity.	호황에는 독점적 시장이 필요하다.
The year is rapidly nearing its end.	세모가 빠르게 다가오고 있다
The child is growing up rapidly.	어린애가 무럭무럭 자란다
The number of cars in Seoul is increasing rapidly.	서울시의 자동차 수가 급속히 증가하고 있다
Whatâs usually considered a good doctor-to-nurse ratio?	보통 의사 대 간호사 적정 비율은 얼마 정도인가요?
It's a simple question of weight ratio.	이건 중량비의 단순한 문제이다.
Itâs a simple question of weight ratio.	그건 중량비의 단순한 문제이다.
Only the really bad people will decide to remain criminals.	단지 아주 나쁜 사람들만이 범죄인으로 남으려고 할 것입니다.
You does not remain a fingernail.	너 손톱 안 남았어.
I just hope that you and I can remain friends.	전 그냥 당신과 친구 사이로 지내길 바래요.
A recent survey indicates that housing costs continue to skyrocket.	최근의 조사에 의하면 주거비가 계속 치솟고 있다.
There has been talk that ticket prices for the smaller venues will skyrocket.	소극장 티켓 가격이 급등할거라는 애기가 있어왔다.
A bad storm moved in and mudslides caused the turbidity levels to skyrocket.	심한 폭풍우가 밀려 들었고 토사유출이 탁도를 급증시켰다.
After the slowdown there was a catch-up in production.	태업 후에 생산 지연을 만회하려는 노력이 있었다.
EU is looking[seeking] for ways to slowdown inflation.	EU는 인플레이션 대책을 강구하고 있다
There has been a sharp slowdown in economic growth.	경제 성장이 급속히 둔화되어 왔다.
A bat, on the other hand, will soar into the air.	박쥐는 하늘 위로 날아오를 수 있습니다.
But CT use continued to soar.	하지만 CT 사용은 계속 상승하고 있다.
If you're lucky, a splendid golden eagle may soar into view.	운이 좋으면 눈부신 황금 독수리가 날아오르는 모습이 보일지도 모른다.
The stagnant economy is the cause of weak domestic demand.	경기 침체가 내수 부진의 원인이다
Mosquitoes need stagnant or standing water to breed.	모기들은 알을 낳기위해 고여있는 또는 정체된 물이 필요하다.
Entry to university has remained stagnant.	대학 입학이 정체되고 있다
The employers, meanwhile, can supplement their work forces.	한편 고용주 입장에서는 축소했던 노동력을 보충한다.
Safety deposit boxes are available at a supplement.	추가 요금을 내시면 안전 금고를 이용하실 수 있습니다.
A natural food, supplement obtained from natural sources.	천연 자원으로부터 얻게 된 자연 음식과 보충물.
Today her company continues to thrive.	오늘날 그녀의 회사는 계속해서 번창한다.
In a job where extra works thrive.	잔업이 많았던 일터에서
You thrive there or you don't survive.	너가 그곳에서 잘 성장하지 않으면 살아남지 못해.
We need to firm up the company for the unstable economy.	불안정한 경제를 대비해 회사를 안정시킬 필요가 있습니다.
The situation is unstable in many ways.	그 상황은 여러가지 측면에서 불안전하다.
I heard you say that she was emotionally unstable.	그녀가 감정적으로 불안했었다며
The stock marketâs really volatile these days.	요즘은 주식시장이 아주 불안정하다.
They say he is very, very unpredictable and volatile.	그들이 말하길 그는 굉장히 돌발적이고 변덕스럽다.
Shares can be volatile on their first day trading.	주가는 거래 첫날에 불안정할 수도 있다.
Her popularity was beginning to wane.	그녀의 인기는 줄기 시작했다
The market price is on the wane.	시세가 수그러졌다
The family fortunes are on the wane[decline].	가운이 기울고 있다
admission free for children under six	6세 미만 무료 입장
By your own admission, your way didn't exactly work.	니 스스로 인정 할 때 까지는, 니가 가는길이 확실한 직종이라고  못해.
admission to the practice of law	변호사 개업.
He's a strong advocate of state ownership of the railroads.	그는 철도의 국유화를 강력하게 주장하는 사람이다.
I do advocate it most earnestly.	나는 진심으로 그것을 지지해.
Finally, what does this plan advocate?	마지막으로, 이 계획이 지지하고자 하는 것은?
There are close bonds between NMH alumni and its students.	NMH 졸업생들과 재학생들 사이에는 긴밀한 유대가 있다.
The school communicates with its alumni regularly.	이 학교는 졸업생들과 정기적으로 의사소통을 한다.
Many of the alumni have passed on and are no longer with us.	많은 동창생들이 죽었고 더 이상 우리와 함께 있지 않아.
After all, anonymous donations don't always stay anonymous.	결국에 익명의 기부는 항상 알려지게 되어있다
I did not know whom to thank for the anonymous gift.	익명의 선물을 받고 누구에게 감사해야 할 지 몰랐어요.
No. it has to be anonymous.	아뇨.그건 익명이어야 해요.
There doesn't appear to be a base.	기본으로는 보이지 않네요
I don't want to appear too anxious.	나는 걱정을 나타내기 싫다
It doesn't appear likely to be included.	포함될 것 같진 않아보여요.
Drinking green tea is said to be beneficial to the body.	녹차를 마시면 몸에 좋다고 한다.
I'm told it's beneficial to the circulation.	그것이 혈액순환에 좋다고 내가 말했잖아.
It's just a beneficial thing to be involved with now.	이것이  바로  현실과 관련되어질 유익한 것입니다.
No, thanks. I don't care for anything.	고맙지만 사양할께요. 저는 어떤것도 먹고 싶지 않아요.
Would you care for a drink to celebrate the New Year?	새해를 축하하는 의미에서 한 잔 할까?
He does not much care for her friends.	그는 그녀의 친구들을 그다지 좋아하지 않는다
He became a celebrity on the strength of one hit song.	그는 히트송 하나를 가지고 유명해졌다
Can you actually lead a normal life as such a celebrity?	당신 같은 유명인이 실제로 평범하게 산다는 게 가능합니까?
Each year, I grew in celebrity.	매년 나는 유명인으로서 성장했습니다.
the last gasp of a dying system of censorship.	사라져 가는 검열 제도의 최후
Such censorship delays make daily publishing impossible.	이에 따른 지연으로 인해 일간지 발행이 불가능한 실정입니다.
Evidently, it's some case concerning commercial censorship.	분명히, 그건 상업적인 검열에 대한 사건이야
Can I put my yard debris into the street for collection?	뜰의 잔해들을 수거해 가도록 길에 놔두면 될까요?
a collection of books [art treasures, birds' eggs]	서적[명화, 새의 알] 수집품.
You don't want to tear apart a collection.	너는 수집품을 분리하기 원하지 않아.
Land came in sight. or We came in sight of land.	육지가 나타났다
Later he applied to be a contestant on the television show.	후에 그는 텔레비전 쇼 프로에 경쟁자로 참가하기 위해 지원했다.
In fact, Ms.Turner was voted as the most popular contestant.	사실, 터너씨는 가장 인기 있는 참가자로 뽑혔답니다.
For the first time, each contestant will perform two songs.	처음에, 각 참가자들은 두 곡씩 공연한다.
Which contributor lives outside of the United States?	미국이 아닌 다른 곳에 살고 있는 필자는?
The contributor shows an active writing in these days.	그 기고자는 최근 활발한 저술활동을 보인다.
A key growth contributor has been in skincare.	화장품 산업 성장의 비결은 바로 피부관리에 있었다.
I need $900,000 transferred to my current account by 10:00.	10시까지 내 구좌로 90만 달러를 보내줘.
Direct current is used in Europe.	유럽에서는 직류 전기를 쓴다.
I don't want to swim against the current of the times.	나는 시류를 거스르고 싶지 않아.
I will trouble[=I defy] you to translate this.	이것을 번역할 수 있으면 번역해 보아라.
It will be the first time to defy my dad.	아빠에게 도전하는 것은 처음이 될 것이다.
I defy you to find anything wrong with this plan.	이 계획에 잘못된 점을 찾을 수 있으면 찾아 봐.
His donation was in the news.	그의 기부는 뉴스거리였다.
But I don't want the donation in my name.	그러나 나는 나의 이름으로 기증하는것을 원하지 않는다
We just received a huge donation.	우리는 단지 큰 기부금을 받았다
the first state of the first edition	초판의 제1쇄(刷).
The book reached its sixth edition.	그 책은 6판에 이르렀다.
That is special edition, my friend.	이건 특별판 이라네, 친구여.
Don't miss out on an enlightening experience!	새로운 경험이 될 기회를 놓치지 마십시오!
It is an enlightening and enjoyable book.	'모리와 함께 한 화요일'은 깨우침을 주기도 하지만 재미있게 읽을 수 있는 책이다.
an enlightening talk on the work done at the zoo.	동물원에서 있었던 일에 대한 계몽적인 연설
Critics enthusiastically praised the new play.	비평가들은 새로운 연극을 크게 칭찬했다.
This it does by enthusiastically handing out money.	예술원은 이 지향점을 실천하기 위해 예술 활동에 전폭적인 자금 지원을 하고 있다.
Bill, which I enthusiastically do today.	빌, 어떤것이 내가 열정적으로 할수 있을 것일까?
And we're also interested in your special exhibition.	그리고 우리는 또한 특별 전시에 관심이 있는데요.
Eun-joo's having her photo exhibition next month.	은주가 다음 달에 사진 전시회를 해.
Thereâs an exhibition of video art in the town hall.	시청에서 비디오 아트 전시회가 열리고 있네요.
I think it would be the most fascinating thing.	아주 황홀할 것 같아.
Rare, unusual, fascinating books for every interest!	각종 관심사를 만족시켜 줄 희귀하고 이색적이며 흥미진진한 도서!
I didn't realize I was such a fascinating subject.	나는 내가 그렇게 매혹적인 인물인지 몰랐다.
We have not yet determined what to do.	우리는 무엇을 할 것인가를 아직 정하지 않았다.
I have not yet determined what to do.	나는 아직 무엇을 해야 할지 결정하지 못했다.
Korean-American films have yet to do the same.	한-미 영화는 아직 같지 않다.
Then, they used the same notes to improvise a song.	그리고, 그들은 같은 음계를 노래를 즉석 연주하는 데 사용했습니다.
Wise people know how to improvise.	현면한 사람들은 즉흥적으로 하는 방법을 안다.
A wise person knows when to improvise.	한 현명한 사람은 언제 즉흥적으로 해야하는 지 안다.
The documentary was a good show and very informative.	기록영화는 좋은 프로 였고, 배울 것도 많았습니다.
I thought Tomâs presentation was very informative.	톰의 프레젠테이션은 정말 유익했던 것 같아요.
The Act provides an informative power.	그 법률은 유익한 힘을 제공한다
Roh exercises himself over the North Korean nuclear issue.	노무현 대통령은 북핵문제 때문에 골치를 썩이고 있다.
We don't understand his stance on the issue of abortion.	우리는 낙태에 대한 그의 입장을 이해하지 못하고 있습니다.
issue food and clothing to soldiers	병사에게 식량과 의복을 지급하다.
Can you lend me a one-dollar bill?	1달러만 빌려주시겠어요?
You what? Did you just lend the money to him?	뭐라고? 방금 그에게 돈을 꿔줬다고?
Sorry, I don't lend him out.	미안하지만, 난 그에게 빌려주고 싶지 않아요.
Humans live in almost every part of the earth.	인간은 지구상의 거의 모든 지역에 산다.
Look where he used to live.	그가 어디 살았는지 봐라
Type the name of the city or town where you live here.	구/군/시 이름을 입력합니다.
The local time is 10:50 in the morning.	현지 시각은 오전 10시 50분입니다.
The local time is 10:50 in the morning Eastern Time.	현지 시각은 동부 표준시로 아침 10시 50분 입니다.
She put her works on display in the local art gallery.	그녀는 그 지역 미술관에 자신의 작품을 내었다
What time does the matinee begin?	낮 공연은 몇 시부터 하나요?
a special student matinee with a shorter program	간단한 프로의 학생 (초대) 특별마티네.
The matinee show is at 2:00 o'clock p.m.	낮 상영 시간은 오후 2시입니다.
In retirement he published his memoirs.	퇴직 후에 그는 회고록을 출판했다.
Did you listen to my memoirs?	내 회고록을 들었니?
China Bans 'Memoirs of a Geisha'.	중국이 '게이샤의 추억'을 금지시키다.
We are about to send him to the municipal hospital.	지금 그 사람을 시립병원으로 보내려는 중입니다.
The hospital is maintained at municipal expense.	그 병원은 시립이다
Residents now are connected to municipal water systems.	거주자들은 지금 지역급수시스템에 연결되어 있다
All students, parents, and teachers must see this movie.	이 영화는 모든 학생, 부모, 그리고 교사들이 반드시 봐야 한다.
She said that she must see the manager.	그녀는 지배인을 꼭 만나야겠다고 말했다.
The Lion King is a must see movie of children of all ages.	라이언 킹은 모든 연령대의 어린이들이 꼭 봐야할 영화이다.
Please note my new e-mail address.	바뀐 제 이메일 주소에 유의하세요.
Please note our change of address.	바뀐 주소에 유의하세요.
He hasn't a note in his head.	걔는 건망증이 있어.
To my disappointment, the book was out of print.	실망스럽게도 그 책은 절판(絶版)이었다.
Since its debut, it has never been out of print.	데뷔한 이후 이 책은 절대로 절판되지 않았다.
The book is out of print.	책이 절판되어서
There's a periodical time that a dog goes to rut.	개가 발정하는 일정한 시기가 있다.
I expect periodical reports from you.	나는 네가 리포트를 정기적으로 내기를 바란다.
I work for a little periodical you might have heard of.	나는 나라 들어봤을지도 모르는 작은 정기간행물 회사에서 일한다.
Since then it has become more and more popular.	그때 이후 그것은 점점 더 유명하게 되었다.
That TV personality has suddenly become popular.	저 탤런트는 갑자기 날리기 시작했다
He played a popular tune on the violin.	그는 바이올린으로 대중 음악을 연주했다.
She did not choose to accept my present.	그녀는 나의 선물을 받으려고 하지 않았다.
Many people are present for the meeting	많은 사람들이 회의에 참석한다
Where are you located at the present time?	지금 어디 계신가요?
The publication of the magazine ceased with the April issue.	그 잡지는 4월호로 폐간됐어요.
The publication of the magazine ceased with the May number.	그 잡지는 5월호로 폐간되었다.
I work for your fathers publication.	나는 너의 아버지의 출판사에서 일해.
The movie has been showing for three months.	그 영화는 3개월째 상영되고 있어요.
On his own showing, the conclusion seems so right.	그의 말을 판단의 근거로 한다면 그 결론은 맞는 것 같다.
I compromised myself by not showing up on time.	나는 시간에 맞춰서 가지 않아 체면을 구겼다.
I'd like to sign up for one year subscription to The Forbes.	포브스지 일년 정기 구독을 신청하고 싶은데요.
I'll call and renew our subscription today.	오늘 전화해서 구독 기간을 갱신할께요.
The subscription list closes in the end of this month.	예약 끝마감은 이달 말까지이다
Use the transferable skills acquired from your previous working background.	전에 일하던 곳에서 습득한 기술 중 이전 가능한 기술을 사용하라.
Transferable Development Rights as a means of Conservation of Ecosystem Zones and the Possibility of Its Application to Korea	연구논문 : 도심생태계보전지역 보전수단으로서의 개발권양도제(TDR) 적용가능성 분석
We aim to provide our students with transferable skills.	우리는 학생들에게 전이 가능한[다른 일에서도 쓸 수 있는] 기술들을 제공하는 것을 목표로 한다.
Which candidate do you support in the upcoming election?	당신은 이번 선거에 누구를 지지하십니까?
Who do you support in the upcoming election?	이번 선거에 누구를 찍을거야?
The team would have a tough time in the upcoming match.	다음 번 시합에서 그 팀은 고전을 면치 못할 것이다.
There is an endless variety of articles in the world.	물건도 천층만층이다
Wind is measured using a variety of instruments.	바람은 다양한 도구를 가지고 측정한다.
I feel for you in such a variety of ways.	난 니가 꾀나 다양한 모습으로 느껴진다.
It doesn't seem to affect you.	너한테 영향을 끼칠것같지는 않아 .
It doesn't seem to affect her.	이게 그녀에게 영향을 끼치는것 같진 않았다.
Changes in attitude also affect language.	사고방식의 변화는 또한 언어에도 영향을 준다.
Who else worked on the analysis?	분석 쪽 일을 또 누가 했죠?
A Analysis on Sparial Structure in Seoul Metrolitan Area	수도권 도시공간구조의 분석
I'm changing the parameters of the analysis.	나는 그 분석의 매개변수를 바꾸려  한다.
People claim that this film is full of violent scenes.	사람들은 이 영화가 폭력적인 장면이 난무하다고 말합니다.
I'm asking you to claim them.	너가 그들에게 주장하기를 부탁해
This claim is, of course, ludicrous.	그런 주장은 정말 터무니 없네요.
Houses are closely crowded in that neighborhood.	그 근처는 인가가 조밀하다
The people are looking closely at the ceiling.	사람들이 천장 가까이서 보고 있다.
The two matters are closely linked together.	그 두 문제들은 밀접히 결부(연관)되어 있다.
I think I'll do comparison shopping.	비교 구매를 해야 겠어요.
draw a comparison [parallel, distinction] between A and B	A와 B를 비교[대비(對比)•구별]하다.
There's no comparison between frozen and fresh fish.	냉동 생선과 싱싱한 생선은 비교가 안 된다.
Competition for such jobs will be strong.	이 직종의 경쟁이 치열해질 것이다.
There's a lot of competition in the domestic market.	국내 시장에서는 경쟁이 치열하다.
Of course art is a competition.	물론 예술은 경쟁이다.
It has been 9.6 percent for three consecutive months.	3개월 간 연속해서 9.6퍼센트를 유지하고 있다.
His record, 22 consecutive flips in a row.	공중제비 연속 22회가 그의 기록입니다.
Members shall not serve for more than two consecutive terms.	의원들은 두 번 이상 연속 의원직을 맡지 못할 것이다.
Humans are consistently working to stay alive.	인간은 살기 위해 끊임없이 일한다.
the only part of the firm that consistently made money.	그 회사에서 지속적으로 이익을 낸 유일한 분야
Her pictures are consistently devoid of color.	그녀의 사진들은 일관되게 색상이 결여되어 있다.
It will consolidate its value system.	그것은 가치 체계를 강화할 것입니다.
We need to consolidate its work.	우리는 이 일들을 통합할 필요가있다.
Europe will thereby consolidate its role as a global player.	그렇게 함으로써 유럽은 글러벌 플레이어로서의 역할이 강화될 것이다.
The land contend with the sea?	육지가 바다와 다툴수 있나요?
Prosecutors contend the facts point to premeditated murder.	검찰은 계획된 살인에 초점을 맞춰 사실을 주장한다.
So much loss to contend with.	다툰다는 것은 너무 많은 손실이지.
Price is a function of supply and demand.	가격은 수요와 공급과의 상관관계이다.
Let the business respond to consumer demand!	기업은 소비자의 욕구에 따르도록 놔두라구!
Ask questions, demand proof, demand evidence.	질문하라, 증거를 요구하라, 증거를 요구하라.
do one's duty by one's parents	부모에게 도리를 다하다.
Happiness consists in trying to do one's duty.	행복은 자기 본분을 다하는 데 있다
One seldom does one's best till one is forced to.	사람들은 다급해지지 않으면 열심히 하지 않는다
the effective strength of an army	군대의 실전 병력.
The address change will be effective the 4th of December.	12월 4일부터는 바뀐 주소로 우편물이 도착하게 됩니다.
The law is no longer effective.	그 법은 이제 효력이 없다.
We especially enjoyed the third act of the play.	우리는 연극의 세번째 막이 가장 재미있었다.
Especially computers play important roles in making films.	특히, 컴퓨터는 영화를 만드는 데 아주 중요한 역할을 한다.
I miss you so much especially in the watches of night.	특히나 밤에 자지 않고 있을 때 당신이 너무 그리워요.
Please examine how many times he was absent this term.	그의 이번 학기 결석 횟수를 조사해 주시오
I don't want to examine you.	난 너를 실험하고 싶지 않아
During that time, we can calm down and examine ourselves.	그동안 진정하고 우리 자신을 점검해 보자.
He was trying to expand his business.	그는 사업을 확장하려 하고 있었다.
expand a childâs mind by education	교육으로 아이의 마음을 넓혀[키워] 주다.
Well, you know, people should expand.	음, 사람들은 자신을 확장해야 해.
They were not even close to my expectation.	그것들은 내 기대에 훨씬 못 미쳤어.
The result was away from my expectation.	결과는 내 예상과 어긋나다.
And all that expectation are express this way.	그리고 그 모든 기대들은 이 방식으로 표현된다.
We are extremely busy from lack of time in the class.	시간에 쫓겨서 수업이 너무 바쁘게 진행돼요.
Her dress is extremely behind the times.	그녀의 옷은 시대에 뒤떨어진 것이에요.
The hearings have been extremely useful.	듣기는 정말 중요하다.
Look through the viewer then adjust your focus.	뷰어를 통해 보시고 초점을 맞추세요.
I think it's more important to focus on the future.	나는 미래에 신경을 쓰는 것이 더 중요하다고 생각해요.
We only have a few minutes, so let's focus.	우리는 조금의 시간밖에 없어, 집중하자
He stood in the gap when the bomb exploded.	그는 폭탄이 터질 때 몸으로 막았다.
This book fills a much-needed gap. (Moses Hadas)	이 책은 매우 필요한 간극을 메운다. (모지즈 하다스, 독서명언)
Lord, is a gap in time.	주님, 시간속의 틈
She won the game since she had the weather gauge of him.	그녀는 그보다 유리한 위치에 있었기 때문에 경기에서 이겼다.
It's difficult to gauge how he is going to respond.	그가 어떤 반응을 보일지 요량하기 어렵다
That yardstick is widely used to gauge a company's value.	그 지표는 회사의 가치를 평가하기 위해 널리 사용된다.
The impact_ of the new policy was not immediately clear.	새 정책의 효과를 즉각적으로 알 수는 없었다.
The Impact of Travel Demand Changes on Air Quality	교통수요의 변화가 대기오염도에 미치는 영향
It's activated any time there's an impact.	영향력이 있을 때마다 활성화됩니다.
It can be overcome without professional intervention.	그건 전문적인 중재없이도 극복할 수 있어요.
Levels of Intervention in Preservation of Historic Buildings	역사적 건축물 보존의 여러 방식
Non-intervention is of course inadequate as a strategy.	물론 개입하지 않는 것은 전략적으로 적절하지 않다.
He would never do anything to jeopardize his career.	그가 자기 경력[앞날]을 위태롭게 할 일은 절대 하지 않을 것이다.
There was no way she would ever jeopardize the children.	그녀가 그 아이들을 위태롭게 했을리가 절대 없다.
I'm not saying jeopardize your physical health.	당신의 신체적 건강을 위태롭게 한다는 말이 아닙니다.
He conducts himself very modestly in the presence of high-profile people.	그는 중요한 사람과 있을 때는 점잖은 태도를 취한다.
The nation's balance of payments improved modestly last month.	국가의 무역 수지는 지난달에 미미하나마 호전되었다.
They write about things like peer pressure and dressing modestly and being a Muslim in a non-Muslim world.	이들은 또래들 사이에서 받는 심리적 압박이나 정숙하게 옷을 입는 법, 그리고 비이슬람권 국가에서 이슬람교도로 살아가는 일 등에 관한 글을 씁니다.
Finish work before you lose momentum.	탄력을 잃기 전에 일을 끝내라.
I should do it all when I gain momentum.	나는 탄력이 붙을 때 모든 것을 해야겠다.
Our business will sustain its growth momentum for next year.	우리의 사업은 내년에도 성장 추세를 유지할 것이다.
the monopoly on [(è±) of] the trade	장사의 독점.
Everybody around the world knows Monopoly.	전 세계 누구나 모노폴리를 알고 있죠.
Russian moves to end a state monopoly on land ownership.	정부의 토지소유 독점을 끝내기 위해 러시아가 취한 조치
Tension was mounting on the border.	긴장이 국경에서 늘어 가고 있었다
They opposed the plan by mounting a public demonstration.	그들은 데모를 하며 그 안에 반대했다.
The cost of living is mounting up.	생활비가 늘어나고 있다.
In the arena, perception is power.	경기에서는 인식이 힘이다.
Perception can be a dangerous thing.	통찰력은 위험한 것이 될 수 있다.
Your powers of perception are frightening.	너의 지각력은 무섭구나.
Persistent effort was involved in completing the work.	그 일을 완료하는 데는 부단한 노력이 필요했다.
But I might have been a little more persistent.	그러나 나는 조금 더 잡요했을지도 모른다
The cold this year is persistent.	올해위 추위는 계속 되고 있다.
the probable reason for the fire	그 화재의 유력한 원인.
What is the probable cost of the new house?	신축 가옥의 비용 견적은 얼마 정도인가?
He has been named as the probable successor.	그는 후계자 후보로 지명되었다.
Raise my salary and I'll work even harder.	봉급을 올려주시면 더 열심히 일할께요.
Father is in duty bound to do raise his children.	아버지는 자신의 자식들을 육성할 책임이 있다.
raise a+b to the 7th power	a+b를 7제곱하다.
Then write down your ideas randomly.	그리고 여러분의 아이디어를 되는대로 적어 보세요.
drinks and magazines left scattered randomly around.	여기저기 아무렇게나 흩어져 있는 술과 잡지
I don't just pick 'em randomly.	나는 그것들은 그냥 무작위로 뽑지 않는다.
Everything you do or say is reflective of your personality.	당신이 말하고 행동하는 모든 것이 당신의 인격을 반영한다.
It is culturally reflective of America.	그것은 문화적으로 미국을 반영한다.
It's reflective of how happy I am as a husband and father.	그것은 내가 남편이자 아버지로서 얼마나 행복한지를 돌이켜보게 한다.
Respondent s applied to the research through the records report 56 million people died in 2001, almost 11 million of whom were children.	기록에 의하면 조사에 응답한 사람은 2001년의 사망자 5,600만명 가운데 거의 1,100만명이 어린이들이라고 합니다.
Only one of the dogs in the experiments was respondent to a stimulus.	그 실험에서 강아지들 중 오직 한 마리만이 자극에 반응했다.
It is also known as the Pavlovian or respondent conditioning.	이것은 또한 파블로프의 반사 혹은 조건 반사라고 알려져 있다.
We change clothes to suit seasonal changes.	계절이 바뀜에 따라 옷도 바뀐다.
A seasonal rain front is advancing north.	장마 전선이 북상하고 있다
The figures aren't adjusted for seasonal variations.	그 통계수치에는 계절 변화에 따른 조정이 반영되지 않았다.
I am a part of that segment.	나는 그 부분의 일부이다.
The following is an audio segment from Pseudo Online Radio.	다음은 가상 온라인 라디오 방송 내용의 일부분.
I came from a different time segment trust me.	난 다른 시간대에서 왔어. 믿어줘.
Our survey of the company showed that it was in trouble.	저희가 조사한 바에 따르면 이 회사는 곤란을 겪고 있었습니다.
She lost important document that about food under survey.	그녀는 조사중인 음식에 관한 중요한 서류를 잃어버렸다.
How many companies responded to the survey?	이 설문에 응답한 회사의 수는 몇 개인가?
The carpenter is working with a power tool.	목수가 전동 도구로 작업하고 있다.
Man, now I feel like a tool.	이봐, 지금 나는 도구가 된것같아.
It's a tool used by devil!	악마가 사용하는 도구다.
She helped me adopt three children.	그녀 덕에 전 아이 셋을 입양했습니다.
People only want to adopt babies.	사람들은 단지 아기들을 입양하길 원한다.
I don't want her to adopt me.	나는 그녀가 나를 입양하기를 원하지 않는다.
She has the advantage of being a people person.	그녀는 사교성이라는 강점을 갖고 있다.
She is always looking out of her own interests[advantage].	그녀는 타산적인 사람이다
It is to your advantage to do so.	그렇게 하는 것이 당신에게 이익이다
What does the advertisement suggest that people do?	이 광고는 사람들에게 어떻게 하라고 조언하는가?
I'd like to tell you about advertisement.	광고에 대해서 말씀드리고자 합니다.
When is this advertisement being aired?	이 광고는 언제 방송되는가?
What does the woman advise the man?	여자가 남자에게 하는 충고는?
I advise you to tell all.	네가 모든걸 말하길 권해.
I advise you not do that.	난 당신이 그것을 안했으면 한다
I started working aggressively on my book.	나는 내 책 쓰는것에 열정적으로 일하기 시작했어.
We'll just have to move out a little more aggressively.	우리는 단지 좀더 적극적으로 움직여야 할것이다.
We are also placing bids more aggressively.	우리는 또한 더 공격적으로 입찰하고 있다.
There's no easy way to achieve one's aim.	자신의 목적을 달성하는 데는 쉬운 방법이 없다.
You do not forget to aim.	너의 목표를 잊지 마.
If you work hard, you will eventually attain your aim.	열심히 일하면 결국 너의 목적을 달성할 것이다.
How do you attract a man?	어떻게 당신은 남자를 유혹하나요?
I hope it doesn't attract any mice.	나는 그것이 생쥐들의 주의를 끌지않기 바란다.
Used by hunters to attract bucks.	사냥꾼들이 돈 버는데 사용된다.
It seemed to be a safer place to await rescue.	그곳은 구조를 기다리기에 더 안전한 장소인 듯 했다.
I will await your instructions about returning the item.	물건을 어떻게 반품해야 하는지에 대해 알려주십시오.
There's nothing to do but await results.	결과를 기다리는 것말고는 할게 없네요.
They cater to clients with one thing in common.	이들이 서비스하는 고객들에겐 한 가지 공통점이 있습니다.
a full-service restaurant equipped to cater large events.	대형 행사 음식을 제공할만한 시설을 갖춘 풀 서비스 식당
Does the school cater to all abilities?	그 학교는 모든 재능을 육성해 주나요?
I know how much you hate to confront issues.	네가 얼마만큼 문제와 직면하는 걸 싫어하는지 알고 있어.
You didn't have the guts to confront Cyril.	시릴에게 똑바로 말할 용기가 없었지?
I think I'm gonna have to confront him about this problem.	이 문제로 그 사람하고 한바탕 싸워야 할까 봐요.
Let the business respond to consumer demand!	기업은 소비자의 욕구에 따르도록 놔두라구!
What is said about consumer prices?	소비자 물가는 어떻게 되었다고 했는가?
What drives the consumer to consume?	무엇이 소비자에게 소비를 몰고 가는가?
It was you who was creative of the idea.	그 생각을 해낸 건 너였다.
Creative people sometimes think against the stream.	창의적인 사람들은 시류에 거슬리게 생각한다.
We work in a creative business.	우린 창의적인 사업분야에서 일한다.
In which year did the number of customer complaints peak?	고객들의 불만이 가장 많았던 것은 어느 해인가?
Hello. I'd like Customer Service, please.	여보세요. 고객 서비스부 부탁해요.
